AC-HID-READER-SIGNO-40KTKS-02-000000-AVG,HID Signo 40 reader keypad pigtail-AVG,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; single gang mount,578.89,91,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-T0-000000,HID Signo 40 reader keypad pigtail T0,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; T0 version; black; single gang mount,578.89,138,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-T1-000000,HID Signo 40 reader keypad pigtail T1,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; T1 version; black; single gang mount,578.89,163,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-T2-000000,HID Signo 40 reader keypad pigtail T2,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; T2 version; black; single gang mount,578.89,101,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-00-000000,HID Signo 40 reader terminal,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; black; single gang mount,431.14,90,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-00-000000-AVG,HID Signo 40 reader terminal-AVG,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; customized formatting; black; single gang mount,431.14,129,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-01-000000,HID Signo 40 reader terminal 01,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; black; single gang mount,431.14,118,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-01-00001H,HID Signo 40 reader terminal OSDP,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; black; single gang mount,431.14,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-02-000000,HID Signo 40 reader terminal 02,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; black; single gang mount,431.14,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-02-000000-AVG,HID Signo 40 reader terminal-AVG,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; customized formatting; black; single gang mount,431.14,158,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-02-0002BL,HID Signo 40 reader terminal BLE,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; black; single gang mount,431.14,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-T0-000000,HID Signo 40 reader terminal T0,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; T0 version; black; single gang mount,431.14,115,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-T1-000000,HID Signo 40 reader terminal T1,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; T1 version; black; single gang mount,431.14,160,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-T2-000000,HID Signo 40 reader terminal T2,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; T2 version; black; single gang mount,431.14,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40NKS-T3-00FD21,HID Signo 40 reader terminal T3,Accessories,Signo 40 smartcard reader; terminal; BLE/OSDP; T3 version; black; single gang mount,431.14,87,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-00-000000,HID Signo 40 reader pigtail,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; black; single gang mount,431.14,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-00-000000-AVG,HID Signo 40 reader pigtail-AVG,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; single gang mount,431.14,117,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-01-000000,HID Signo 40 reader pigtail 01,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; black; single gang mount,431.14,155,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-01-000000-AVG,HID Signo 40 reader pigtail-AVG,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; single gang mount,431.14,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-01-00001H,HID Signo 40 reader pigtail OSDP,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; black; single gang mount,431.14,159,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-01-00001H-AVG,HID Signo 40 reader-AVG,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; single gang mount,431.14,157,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-02-000000,HID Signo 40 reader pigtail 02,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; black; single gang mount,431.14,152,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-02-000000-AVG,HID Signo 40 reader-AVG,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; single gang mount,431.14,79,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-T0-000000,HID Signo 40 reader pigtail T0,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; T0 version; black; single gang mount,431.14,147,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-T1-000000,HID Signo 40 reader pigtail T1,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; T1 version; black; single gang mount,431.14,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-T2-000000,HID Signo 40 reader pigtail T2,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; T2 version; black; single gang mount,431.14,91,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40TKS-T3-00FD21,HID Signo 40 reader pigtail T3,Accessories,Signo 40 smartcard reader; pigtail; BLE/OSDP; T3 version; black; single gang mount,431.14,138,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-UPGKIT-BLEOSDP-UPG-A-920,HID BLE & OSDP upgrade kit,Accessories,Bluetooth Low Energy (BLE) & OSDP serial protocol upgrade module; compatible with iCLASS SE/multiCLASS SE readers; pack of 10,920,163,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/HID-BLE-OSDP-Upgrade-Kit_08172020.jpg
AC-STID-ACSS-RAIN-COVER,STid rain cover,Accessories,Protective rain/weather cover; compatible with Architect/Architect Blue series readers,48,101,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-STID-ALM-24V,STid alarm module,Accessories,External audible alarm module; 24VDC; for high security area doors,115.6,90,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-STID-ARCHITECT-PROGRAMMING-KIT-SECARD-BT,STid SECARD Architect BT programming kit,Accessories,SECARD Bluetooth programming software & USB reader kit; for custom system keys/configurations,2420,129,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/STid-SECARD_08172021.jpg
AC-STID-CARD-CCTW170,STid Architect non-programmed CCTW170 card,Accessories,Architect CCTW170 card; non-programmed MIFARE DESFire EV2 2K; blank printable; pack of 100,680,118,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-STID-CARD-CCTW880,STid Architect non-programmed CCTW880 card,Accessories,Architect CCTW880 card; non-programmed MIFARE Classic 1K EV1; blank printable; pack of 100,530,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-STID-EM+HID-LF-MODULE-SE810,STid LF module,Accessories,Architect SE810 low frequency (125 kHz EM/HID) module; compatible with Architect Blue readers; pack of 10,810,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
