AC-FP-READ-WG-MCR-50-H,Farpointe MCR-50-H card reader,Accessories,MCR-50-H magnetic stripe reader; black; single gang mount,420,147,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-FP-READER-OSDP-EM-64-H,Farpointe EM-64-H reader,Accessories,EM-64-H smartcard reader; OSDP serial connectivity; black; single gang mount,530,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-FP-READER-P-300-H-OSDP,Farpointe P-300-H-OSDP reader,Accessories,P-300-H proximity reader; OSDP serial connectivity; black; mullion mount,254,91,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Cascade-Reader_08172021.jpg
AC-FP-READER-P-500-H-OSDP,Farpointe P-500-H-OSDP reader,Accessories,P-500-H proximity reader; OSDP serial connectivity; black; single gang mount,314,129,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Cascade-Reader_08172021.jpg
AC-FP-READER-PCR-620L-OSDP,Farpointe PCR-620L-OSDP reader,Accessories,Conekt smartcard reader; keypad; OSDP serial connectivity; black; single gang mount,740,118,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Conekt-Reader-CSR-35_08172021.jpg
AC-FP-READER-PCR-620L-WIEGAND,Farpointe PCR-620L-WIEGAND reader,Accessories,Conekt smartcard reader; keypad; Wiegand connectivity; black; single gang mount,620,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Conekt-Reader-CSR-35_08172021.jpg
AC-FP-READER-PCR-640L-OSDP,Farpointe PCR-640L-OSDP reader,Accessories,Conekt smartcard reader; keypad; OSDP serial connectivity; black; single gang mount,740,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Conekt-Reader-CSR-35_08172021.jpg
AC-FP-READER-PCR-640L-WIEGAND,Farpointe PCR-640L-WIEGAND reader,Accessories,Conekt smartcard reader; keypad; Wiegand connectivity; black; single gang mount,620,158,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Conekt-Reader-CSR-35_08172021.jpg
AC-FP-READER-WIEGAND-EM-64-H,Farpointe EM-64-H reader Wiegand,Accessories,EM-64-H smartcard reader; Wiegand connectivity; black; single gang mount,420,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-FP-REC-LONG-RANGE-WRR-22,Farpointe WRR-22 receiver,Accessories,Farpointe Ranger WRR-22 receiver; 433 MHz; OSDP/Wiegand; dual channel; black,404,115,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Ranger-Receiver-WRR_08172021.jpg
AC-FP-REC-WRR-44,Farpointe WRR-44 receiver,Accessories,Farpointe Ranger WRR-44 receiver; 433 MHz; OSDP/Wiegand; four channel; black,510,160,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Farpointe-Ranger-Receiver-WRR_08172021.jpg
AC-HID-PIVCLASS-40HNKS-03-0005LE,HID Signo PIV Reader,Accessories,Signo PIV 40 reader; Terminal; Prox Enabled; HDX; 200Bit FASC-N; 128Bit Fallback (HID # 40HNKS-03-0005LE)(HID Part Number: 40HNKS-03-0005LE),578.89,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40NKS-00-000000_071620.jpg
AC-HID-READ-ICLASS-SE-RK40,HID iClass SE RK40 keypad reader,Accessories,iCLASS SE RK40 smartcard reader with keypad; OSDP/Wiegand; black; single gang mount,840,87,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-ICLASS-SE-RPK40,HID iClass SE RPK40 reader with keypad,Accessories,iCLASS SE RPK40 multi-technology reader with keypad; OSDP/Wiegand; black; single gang mount,1040,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-MAXIPROX,HID MaxiProx long range reader,Accessories,MaxiProx long range proximity reader; black; wall mount,1350,117,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-MINIPROX,HID MiniProx mullion reader,Accessories,MiniProx proximity reader; black; mullion mount,318.52,155,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-OMNIKEY-R54270101,HID OMNIKEY 5427 CK reader,Accessories,OMNIKEY 5427 CK dual frequency USB reader; black; desktop mount,420,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/Omnikey-5427-CK_08172020.jpg
AC-HID-READ-PROXPRO,HID ProxPro reader,Accessories,ProxPro proximity reader; black; single gang mount,530,159,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-PROXPRO-KEYPD,HID ProxPro reader with keypad,Accessories,ProxPro proximity reader with keypad; black; single gang mount,740,157,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-PROXPROII,HID ProxPro II reader,Accessories,ProxPro II proximity reader; black; single gang mount,420,152,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READ-THINLINE,HID ThinLine II reader,Accessories,ThinLine II proximity reader; low profile; black; single gang mount,420,79,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/VS/eCommerce-Site_Generic-Image_Access-Control-Hardware-and-Accessories_070720.jpg
AC-HID-READER-SIGNO-20KNKS-00-000000,HID Signo 20 reader,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; black; mullion mount,442,147,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-00-000000-AVG,HID Signo 20 reader-AVG,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; customized formatting; black; mullion mount,442,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-01-000000,HID Signo 20 reader OSDP,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; black; mullion mount,442,91,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-02-000000,HID Signo 20 reader terminal,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; black; mullion mount,442,138,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-02-000000-AVG,HID Signo 20 reader-AVG,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; customized formatting; black; mullion mount,442,163,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-T0-000000,HID Signo 20 reader terminal T0,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; T0 version; black; mullion mount,442,101,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-T1-000000,HID Signo 20 reader terminal T1,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; T1 version; black; mullion mount,442,90,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KNKS-T2-000000,HID Signo 20 reader terminal T2,Accessories,Signo 20 smartcard reader; keypad; terminal; BLE/OSDP; T2 version; black; mullion mount,442,129,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-00-000000,HID Signo 20 reader pigtail,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; black; mullion mount,442,118,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-00-000000-AVG,HID Signo 20 reader-AVG,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; mullion mount,442,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-01-000000,HID Signo 20 reader pigtail 01,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; black; mullion mount,442,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-01-000000-AVG,HID Signo 20 reader-AVG,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; mullion mount,442,158,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-02-000000,HID Signo 20 reader pigtail 02,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; black; mullion mount,442,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-02-000000-AVG,HID Signo 20 reader-AVG,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; mullion mount,442,115,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-02-0002BL,HID Signo 20 reader pigtail BLE,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; black; mullion mount,442,160,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-T0-000000,HID Signo 20 reader pigtail T0,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; T0 version; black; mullion mount,442,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20KTKS-T1-000000,HID Signo 20 reader pigtail T1,Accessories,Signo 20 smartcard reader; keypad; pigtail; BLE/OSDP; T1 version; black; mullion mount,442,87,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-00-000000,HID Signo 20 smartcard reader,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; black; mullion mount,351,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-00-000000-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; customized formatting; black; mullion mount,351,117,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-01-000000,HID Signo 20 smartcard reader terminal,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; black; mullion mount,351,155,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-02-000000,HID Signo 20 smartcard reader terminal 02,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; black; mullion mount,351,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-02-000000-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; customized formatting; black; mullion mount,351,159,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-02-0002BL,HID Signo 20 smartcard reader terminal BLE,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; black; mullion mount,351,157,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-T0-000000,HID Signo 20 smartcard reader terminal T0,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; T0 version; black; mullion mount,351,152,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-T1-000000,HID Signo 20 smartcard reader terminal T1,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; T1 version; black; mullion mount,351,79,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20NKS-T2-000000,HID Signo 20 smartcard reader terminal T2,Accessories,Signo 20 smartcard reader; terminal; BLE/OSDP; T2 version; black; mullion mount,351,147,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-00-000000,HID Signo 20 smartcard reader pigtail,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; black; mullion mount,351,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-00-000000-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; mullion mount,351,91,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-01-000000,HID Signo 20 smartcard reader pigtail 01,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; black; mullion mount,351,138,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-01-000000-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; mullion mount,351,163,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-01-00001H,HID Signo 20 smartcard reader pigtail OSDP,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; black; mullion mount,351,101,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-01-00001H-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; mullion mount,351,90,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-02-000000,HID Signo 20 smartcard reader pigtail 02,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; black; mullion mount,351,129,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-02-000000-AVG,HID Signo 20 smartcard reader-AVG,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; customized formatting; black; mullion mount,351,118,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-02-0002BL,HID Signo 20 smartcard reader pigtail BLE,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; black; mullion mount,351,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-T0-000000,HID Signo 20 smartcard reader pigtail T0,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; T0 version; black; mullion mount,351,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-T1-000000,HID Signo 20 smartcard reader pigtail T1,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; T1 version; black; mullion mount,351,158,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-20TKS-T2-000000,HID Signo 20 smartcard reader pigtail T2,Accessories,Signo 20 smartcard reader; pigtail; BLE/OSDP; T2 version; black; mullion mount,351,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-20NKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-00-000000,HID Signo 40 reader keypad terminal,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; black; single gang mount,578.89,115,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-00-000000-AVG,HID Signo 40 reader keypad terminal-AVG,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; customized formatting; black; single gang mount,578.89,160,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-01-000000,HID Signo 40 reader keypad terminal OSDP,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; black; single gang mount,578.89,141,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-02-000000,HID Signo 40 reader keypad terminal 02,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; black; single gang mount,578.89,87,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-02-000000-AVG,HID Signo 40 reader keypad terminal-AVG,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; customized formatting; black; single gang mount,578.89,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-02-0002BL,HID Signo 40 reader keypad terminal BLE,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; black; single gang mount,578.89,117,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-T0-000000,HID Signo 40 reader keypad terminal T0,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; T0 version; black; single gang mount,578.89,155,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-T1-000000,HID Signo 40 reader keypad terminal T1,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; T1 version; black; single gang mount,578.89,104,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KNKS-T2-000000,HID Signo 40 reader keypad terminal T2,Accessories,Signo 40 smartcard reader; keypad; terminal; BLE/OSDP; T2 version; black; single gang mount,578.89,159,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-00-000000,HID Signo 40 reader keypad pigtail,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; black; single gang mount,578.89,157,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-00-000000-AVG,HID Signo 40 reader keypad pigtail-AVG,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; single gang mount,578.89,152,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-01-000000,HID Signo 40 reader keypad pigtail 01,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; black; single gang mount,578.89,79,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-01-000000-AVG,HID Signo 40 reader keypad pigtail-AVG,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; customized formatting; black; single gang mount,578.89,147,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
AC-HID-READER-SIGNO-40KTKS-02-000000,HID Signo 40 reader keypad pigtail 02,Accessories,Signo 40 smartcard reader; keypad; pigtail; BLE/OSDP; black; single gang mount,578.89,151,http://avoweb1.s3-us-west-2.amazonaws.com/Prod/ACM/AC-HID-READER-SIGNO-40KNKS-00-000000_071620.jpg
